Date,GLD,SP_open,DJ_open,EG_open,OF_Open,OS_Open,SF_Open,USB_Open,PLT_Open,PLD_Open,USDI_Open,GDX_Open,USO_Open
09-09-2013,134.130005,166.449997,14927.19043,42.349998,115.93,110.34,54507,2.942,1497.8,696.1,82.25,28.01,39.240002
10-09-2013,131.820007,168.639999,15067.23047,39.5,113,109.05,53955,2.918,1486.75,689.1,81.835,27.09,38.220001
11-09-2013,131.580002,168.639999,15194.12988,37.849998,111.52,107.44,52444,2.97,1476.6,694.15,81.83,26.68,38.490002
12-09-2013,128.619995,169.339996,15327.13965,36,111.51,107.85,52140,2.92,1474.75,687.2,81.49,25.9,38.599998
13-09-2013,127.160004,169.130005,15312.86035,34.650002,112.87,108.7,50699,2.914,1445.25,688.65,81.535,25.16,38.470001
16-09-2013,127.480003,171.160004,15381.36035,35.75,111.25,107.59,49752,2.89,1455.95,707.9,81.16,25.780001,38.25
17-09-2013,126.809998,170.460007,15503.15039,35.75,109.5,106.31,49800,2.868,1437.9,705.5,81.42,25.65,37.970001
18-09-2013,125.32,171.009995,15533.03027,35.900002,107.85,105.66,49290,2.844,1424.05,698.45,81.3,25.65,37.889999
19-09-2013,132,173.520004,15677.86035,39.700001,110.92,108.56,49956,2.704,1469.8,721.2,80.285,28.450001,38.560001
20-09-2013,130.600006,172.330002,15635.08984,36.799999,108.62,106.37,51301,2.752,1461.4,734.6,80.45,26.91,37.970001
23-09-2013,127.519997,170.490005,15452.30957,34.450001,109.22,104.94,48728,2.736,1432.7,720.8,80.47,25.540001,37.330002
24-09-2013,126.400002,169.899994,15402.54004,33.5,107.96,103.47,49390,2.703,1427.2,716.8,80.57,24.84,37.049999
25-09-2013,127.57,169.639999,15339.01953,33.75,108.73,103.47,49225,2.657,1428.25,721,80.69,25.23,37.290001
26-09-2013,128.610001,169.320007,15274.41992,34,108,102.34,49000,2.635,1429.55,723.2,80.485,25.530001,37.040001
27-09-2013,128.860001,168.839996,15317.4502,33.799999,109,102.98,48406,2.648,1415.1,723.1,80.65,25.459999,37.049999
30-09-2013,127.949997,167.479996,15249.82031,32.950001,108.2,102.51,49305,2.595,1420.6,731,80.46,24.9,36.48
01-10-2013,125.25,168.139999,15132.49023,32.849998,108.38,102.34,48960,2.614,1405.1,723.2,80.35,24.42,36.610001
03-10-2013,126.769997,168.789993,15127.23047,32.549999,108.9,103.89,48358,2.617,1393.1,720.2,79.935,24.559999,37.580002
04-10-2013,127.050003,167.75,14994.67969,32.150002,108.69,103.06,48201,2.61,1378.1,703.2,79.85,24.33,37.439999
07-10-2013,127.25,167.419998,15069.29981,32.150002,109.21,103.5,49160,2.634,1392.2,702,80.2,24.4,36.790001
08-10-2013,127.790001,167.399994,14938.04004,32.349998,109.64,103.21,49665,2.626,1399.4,703.3,80,24.57,37.380001
09-10-2013,126.209999,165.800003,14778.19043,30.25,110.16,103.52,49860,2.623,1402.45,713,79.97,23.620001,36.880001
10-10-2013,125.339996,167.289993,14806.38965,30.549999,109.04,101.58,49189,2.667,1387.65,702.9,80.5,23.84,36.580002
11-10-2013,122.370003,168.910004,15126.51953,29.75,111.65,103.05,48021,2.687,1386.15,708.2,80.58,23.219999,36.459999
14-10-2013,123.900002,169.210007,15231.33008,29.450001,110.87,101.44,46788,2.74,1371.2,711.5,80.385,23.23,36.66
15-10-2013,122.279999,170.509995,15300.29981,28.9,111.08,102.24,47105,2.739,1379.7,714.4,80.445,22.98,36.650002
16-10-2013,123.519997,170.720001,15170.7002,29.049999,109.45,100.95,47363,2.74,1380.15,705.3,80.585,23.639999,36.619999
17-10-2013,127.010002,171.369995,15369.45996,29.700001,110.57,102.16,47231,2.671,1401.7,717.1,80.635,24.129999,36.5
18-10-2013,126.870003,173.860001,15371.70996,31,109.13,100.84,47850,2.601,1431.25,737.4,79.77,24.52,36.560001
21-10-2013,127.129997,174.449997,15401.32031,30.700001,109.96,100.96,48255,2.59,1438.8,745.7,79.73,24.469999,36.23
22-10-2013,128.25,174.910004,15394.21973,32.25,109.76,99.06,48948,2.607,1435.95,752,79.785,25.5,35.98
23-10-2013,128.550003,174.809998,15465.33984,32.450001,109.99,98.21,49751,2.507,1450.65,754,79.31,25.809999,34.779999
24-10-2013,129.410004,174.919998,15414.87012,33.299999,107.65,97.16,49904,2.5,1437.15,744.3,79.355,25.85,34.68
